Time,	Acc X,	Acc Y,	Acc Z,	GYR X,	GYR Y,	GYR Z
1.4400974075661168,	-0.17000000178813934,	-0.009999999776482582,	9.510000228881836,	0.0625,	0.0,	-0.0625
1.4457448483801016,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	-0.1875,	-0.0625
1.4513922891940865,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	-0.1875,	-0.0625
1.4570397300080713,	-0.1599999964237213,	-0.019999999552965164,	9.539999961853027,	0.0,	0.125,	-0.1875
1.462687170822056,	-0.1599999964237213,	-0.009999999776482582,	9.579999923706055,	0.0,	0.125,	-0.1875
1.4683346116360407,	-0.1599999964237213,	-0.009999999776482582,	9.579999923706055,	-0.0625,	0.0,	-0.0625
1.4739820524500256,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	-0.0625,	0.0,	-0.0625
1.4796294932640104,	-0.17000000178813934,	-0.009999999776482582,	9.5600004196167,	-0.0625,	-0.0625,	0.0
1.485276934077995,	-0.18000000715255737,	-0.009999999776482582,	9.569999694824219,	-0.0625,	0.125,	-0.125
1.4909243748919798,	-0.18000000715255737,	-0.009999999776482582,	9.569999694824219,	-0.0625,	0.125,	-0.125
1.4965718157059646,	-0.18000000715255737,	-0.009999999776482582,	9.550000190734863,	-0.125,	0.0625,	-0.0625
1.5022192565199495,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	0.0625,	-0.0625
1.507866697333934,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.0625,	-0.1875
1.513514138147919,	-0.1599999964237213,	0.009999999776482582,	9.550000190734863,	0.0625,	-0.0625,	-0.1875
1.5191615789619037,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0625,	0.0,	-0.0625
1.5248090197758886,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0625,	0.0,	-0.0625
1.5304564605898732,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	0.0625,	-0.0625
1.536103901403858,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0,	-0.0625,	-0.1875
1.5417513422178428,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0,	-0.0625,	-0.1875
1.5473987830318277,	-0.18000000715255737,	0.0,	9.529999732971191,	0.125,	-0.0625,	-0.0625
1.5530462238458123,	-0.1599999964237213,	0.0,	9.529999732971191,	0.125,	-0.0625,	-0.0625
1.558693664659797,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.0625,	-0.0625
1.564341105473782,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.0625,	-0.0625
1.5699885462877667,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0625,	-0.125,	-0.125
1.5756359871017513,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	-0.0625,	0.0625
1.5812834279157362,	-0.18000000715255737,	-0.029999999329447746,	9.539999961853027,	0.0,	-0.0625,	0.0625
1.586930868729721,	-0.18000000715255737,	-0.029999999329447746,	9.539999961853027,	-0.0625,	0.0,	-0.0625
1.5925783095437058,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.0,	-0.0625
1.5982257503576904,	-0.18000000715255737,	-0.019999999552965164,	9.5600004196167,	-0.1875,	0.125,	-0.125
1.6038731911716753,	-0.18000000715255737,	-0.019999999552965164,	9.5600004196167,	-0.1875,	0.125,	-0.125
1.60952063198566,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0,	0.125,	-0.125
1.615168072799645,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0,	-0.0625,	-0.0625
1.6208155136136295,	-0.18000000715255737,	0.0,	9.569999694824219,	0.0,	-0.0625,	-0.0625
1.6264629544276143,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	-0.0625,	-0.0625
1.6321103952415992,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.125,	-0.0625,	-0.0625
1.637757836055584,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.125,	-0.1875
1.6434052768695686,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.125,	-0.1875
1.6490527176835534,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	-0.0625,	0.0625,	-0.125
1.6547001584975383,	-0.18000000715255737,	0.0,	9.529999732971191,	-0.0625,	0.0625,	-0.125
1.660347599311523,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0,	-0.1875,	0.0
1.6659950401255077,	-0.17000000178813934,	0.0,	9.569999694824219,	0.0,	-0.0625,	-0.125
1.6716424809394925,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.125
1.6772899217534774,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.125
1.6829373625674622,	-0.17000000178813934,	-0.009999999776482582,	9.520000457763672,	0.0,	0.0625,	-0.125
1.6885848033814468,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	0.0,	0.0,	0.0
1.6942322441954316,	-0.1599999964237213,	0.0,	9.539999961853027,	0.0,	0.0,	0.0
1.6998796850094164,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	-0.125,	-0.0625
1.7055271258234013,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.125
1.7111745666373859,	-0.1599999964237213,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	-0.125
1.7168220074513707,	-0.1599999964237213,	0.0,	9.550000190734863,	0.125,	-0.125,	-0.125
1.7224694482653555,	-0.1899999976158142,	0.0,	9.529999732971191,	0.125,	-0.125,	-0.125
1.7281168890793404,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.0625
1.733764329893325,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.0625
1.7394117707073098,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.125
1.7450592115212946,	-0.1599999964237213,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.125
1.7507066523352794,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0,	0.0625,	-0.1875
1.756354093149264,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0,	0.0,	-0.125
1.7620015339632489,	-0.18000000715255737,	-0.019999999552965164,	9.510000228881836,	0.0,	0.0,	-0.125
1.7676489747772337,	-0.1599999964237213,	0.0,	9.550000190734863,	-0.0625,	0.125,	-0.125
1.7732964155912185,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.125,	-0.125
1.7789438564052031,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.25,	-0.125
1.784591297219188,	-0.20000000298023224,	0.0,	9.5600004196167,	-0.0625,	0.25,	-0.125
1.7902387380331728,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	-0.125,	0.0
1.7958861788471576,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	-0.0625,	-0.125
1.8015336196611422,	-0.1599999964237213,	0.0,	9.529999732971191,	0.0,	-0.0625,	-0.125
1.807181060475127,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0625,	0.0,	0.0
1.8128285012891119,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0625,	0.0,	0.0
1.8184759421030967,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
1.8241233829170813,	-0.17000000178813934,	0.0,	9.5600004196167,	-0.0625,	-0.0625,	-0.0625
1.8297708237310661,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
1.835418264545051,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
1.8410657053590358,	-0.1599999964237213,	0.0,	9.5600004196167,	-0.0625,	0.0,	-0.0625
1.8467131461730204,	-0.18000000715255737,	-0.029999999329447746,	9.5600004196167,	0.0625,	-0.0625,	0.0
1.8523605869870052,	-0.18000000715255737,	-0.029999999329447746,	9.5600004196167,	0.0625,	-0.0625,	0.0
1.85800802780099,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.125,	-0.125,	-0.125
1.8636554686149749,	-0.1899999976158142,	-0.019999999552965164,	9.550000190734863,	-0.125,	-0.125,	-0.125
1.8693029094289595,	-0.1899999976158142,	-0.019999999552965164,	9.550000190734863,	-0.0625,	0.0,	-0.125
1.8749503502429443,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.0,	-0.125
1.8805977910569291,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	0.0625,	-0.0625,	-0.0625
1.886245231870914,	-0.15000000596046448,	0.009999999776482582,	9.550000190734863,	-0.125,	-0.0625,	-0.0625
1.8918926726848986,	-0.15000000596046448,	0.009999999776482582,	9.550000190734863,	-0.125,	-0.0625,	-0.0625
1.8975401134988834,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0625,	-0.0625,	0.0
1.9031875543128682,	-0.20000000298023224,	0.0,	9.550000190734863,	0.0625,	-0.0625,	0.0
1.908834995126853,	-0.20000000298023224,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.125
1.9144824359408377,	-0.17000000178813934,	0.0,	9.5600004196167,	-0.0625,	0.0625,	-0.125
1.9201298767548225,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0,	0.0625,	-0.125
1.9257773175688073,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.1875,	0.1875,	-0.125
1.9314247583827922,	-0.18000000715255737,	0.0,	9.539999961853027,	-0.1875,	0.1875,	-0.125
1.9370721991967768,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	0.1875,	0.0625,	0.0
1.9427196400107616,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.1875,	0.0625,	0.0
1.9483670808247464,	-0.18000000715255737,	-0.009999999776482582,	9.529999732971191,	0.0,	0.125,	0.0
1.9540145216387312,	-0.18000000715255737,	-0.009999999776482582,	9.5600004196167,	0.0,	0.125,	0.0
1.9596619624527158,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0625,	-0.0625,	-0.0625
1.9653094032667007,	-0.1899999976158142,	-0.009999999776482582,	9.539999961853027,	0.0625,	-0.0625,	-0.0625
1.9709568440806855,	-0.1899999976158142,	-0.009999999776482582,	9.539999961853027,	0.0,	0.0,	0.0
1.9766042848946703,	-0.14000000059604645,	0.0,	9.529999732971191,	-0.0625,	0.0625,	0.0
1.982251725708655,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	0.0625,	0.0
1.9878991665226398,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.125,	0.0625,	-0.125
1.9935466073366246,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.125,	0.0625,	-0.125
1.9991940481506094,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.0625,	-0.125
2.004841488964594,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.0625,	-0.125
2.010488929778579,	-0.18000000715255737,	0.0,	9.520000457763672,	0.0,	0.0,	-0.1875
2.0161363705925637,	-0.1899999976158142,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
2.0217838114065483,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
2.0274312522205333,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0,	-0.0625,	-0.125
2.033078693034518,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.125
2.0387261338485025,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.125,	-0.0625,	-0.1875
2.0443735746624876,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.125,	-0.0625,	-0.1875
2.050021015476472,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	0.0625,	-0.25
2.0556684562904572,	-0.18000000715255737,	0.0,	9.579999923706055,	-0.0625,	0.0625,	0.0
2.061315897104442,	-0.18000000715255737,	0.0,	9.579999923706055,	-0.0625,	0.0625,	0.0
2.0669633379184265,	-0.1899999976158142,	0.0,	9.5600004196167,	-0.0625,	0.0625,	-0.125
2.0726107787324115,	-0.1899999976158142,	0.0,	9.529999732971191,	-0.0625,	0.0625,	-0.125
2.078258219546396,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0,	-0.25,	-0.0625
2.0839056603603807,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0,	-0.25,	-0.0625
2.0895531011743658,	-0.18000000715255737,	0.009999999776482582,	9.550000190734863,	0.0625,	-0.125,	-0.0625
2.0952005419883504,	-0.1899999976158142,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.125,	-0.0625
2.1008479828023354,	-0.1899999976158142,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.0625,	-0.125
2.10649542361632,	-0.1599999964237213,	-0.019999999552965164,	9.550000190734863,	0.0,	0.125,	-0.0625
2.1121428644303046,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	0.125,	-0.0625
2.1177903052442897,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.0625
2.1234377460582743,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	0.0625,	-0.0625
2.1290851868722593,	-0.17000000178813934,	-0.029999999329447746,	9.579999923706055,	0.0625,	-0.125,	-0.0625
2.134732627686244,	-0.1899999976158142,	-0.009999999776482582,	9.529999732971191,	0.0625,	-0.125,	-0.0625
2.1403800685002285,	-0.1899999976158142,	-0.009999999776482582,	9.529999732971191,	0.125,	0.0,	-0.1875
2.1460275093142136,	-0.17000000178813934,	-0.03999999910593033,	9.550000190734863,	-0.0625,	-0.0625,	0.0
2.151674950128198,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	0.0
2.157322390942183,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
2.162969831756168,	-0.1899999976158142,	-0.009999999776482582,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
2.1686172725701525,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.1875,	0.0
2.1742647133841375,	-0.1899999976158142,	0.009999999776482582,	9.529999732971191,	0.0,	-0.1875,	0.0
2.179912154198122,	-0.1899999976158142,	0.009999999776482582,	9.529999732971191,	0.0,	-0.125,	-0.125
2.1855595950121067,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.125,	-0.125
2.1912070358260918,	-0.18000000715255737,	0.019999999552965164,	9.5600004196167,	0.0625,	0.0,	-0.125
2.1968544766400764,	-0.18000000715255737,	0.019999999552965164,	9.5600004196167,	0.0,	-0.0625,	-0.125
2.202501917454061,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	-0.0625,	-0.125
2.208149358268046,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	-0.0625,	0.0625,	-0.0625
2.2137967990820306,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	-0.0625,	0.0625,	-0.0625
2.2194442398960157,	-0.17000000178813934,	-0.009999999776482582,	9.520000457763672,	0.125,	-0.0625,	0.0625
2.2250916807100003,	-0.20000000298023224,	-0.019999999552965164,	9.529999732971191,	0.125,	-0.0625,	0.0625
2.230739121523985,	-0.1599999964237213,	-0.019999999552965164,	9.5600004196167,	-0.25,	-0.0625,	-0.0625
2.23638656233797,	-0.1599999964237213,	-0.019999999552965164,	9.5600004196167,	-0.25,	-0.0625,	-0.0625
2.2420340031519546,	-0.17000000178813934,	-0.019999999552965164,	9.520000457763672,	-0.0625,	0.0625,	-0.0625
2.247681443965939,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.0625
2.253328884779924,	-0.1599999964237213,	0.0,	9.539999961853027,	-0.0625,	0.0,	-0.0625
2.258976325593909,	-0.17000000178813934,	-0.009999999776482582,	9.569999694824219,	-0.0625,	-0.125,	-0.125
2.264623766407894,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	-0.125,	-0.125
2.2702712072218785,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.0625,	0.0
2.275918648035863,	-0.15000000596046448,	-0.009999999776482582,	9.550000190734863,	0.0625,	-0.0625,	0.0
2.281566088849848,	-0.1599999964237213,	0.009999999776482582,	9.529999732971191,	-0.0625,	-0.125,	-0.1875
2.2872135296638327,	-0.18000000715255737,	0.0,	9.569999694824219,	-0.0625,	-0.1875,	-0.0625
2.2928609704778173,	-0.18000000715255737,	0.0,	9.569999694824219,	-0.0625,	-0.1875,	-0.0625
2.2985084112918024,	-0.18000000715255737,	0.0,	9.539999961853027,	0.125,	-0.1875,	0.0625
2.304155852105787,	-0.1599999964237213,	0.0,	9.529999732971191,	0.125,	-0.1875,	0.0625
2.309803292919772,	-0.1599999964237213,	0.0,	9.529999732971191,	-0.0625,	-0.0625,	-0.0625
2.3154507337337566,	-0.17000000178813934,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	-0.0625
2.3210981745477413,	-0.1599999964237213,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.0625,	0.0625
2.3267456153617263,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	0.0,	0.0
2.332393056175711,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	0.0,	0.0
2.3380404969896955,	-0.18000000715255737,	-0.009999999776482582,	9.520000457763672,	-0.0625,	0.0625,	-0.125
2.3436879378036806,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.0625,	0.0625,	-0.125
2.349335378617665,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	-0.125,	0.0
2.35498281943165,	-0.17000000178813934,	0.0,	9.5600004196167,	0.0,	-0.125,	0.0
2.360630260245635,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.0625,	-0.125
2.3662777010596194,	-0.17000000178813934,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.0625,	-0.125
2.3719251418736045,	-0.17000000178813934,	0.009999999776482582,	9.539999961853027,	-0.0625,	0.125,	-0.0625
2.377572582687589,	-0.17000000178813934,	0.009999999776482582,	9.550000190734863,	-0.125,	0.125,	-0.125
2.3832200235015737,	-0.18000000715255737,	0.0,	9.529999732971191,	-0.125,	0.125,	-0.125
2.3888674643155587,	-0.18000000715255737,	0.0,	9.529999732971191,	0.0625,	0.0,	-0.125
2.3945149051295433,	-0.1599999964237213,	-0.009999999776482582,	9.539999961853027,	0.0625,	0.0,	-0.125
2.4001623459435284,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
2.405809786757513,	-0.17000000178813934,	-0.019999999552965164,	9.539999961853027,	-0.0625,	-0.0625,	-0.0625
2.4114572275714976,	-0.1599999964237213,	-0.009999999776482582,	9.529999732971191,	-0.0625,	0.1875,	-0.125
2.4171046683854827,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	0.1875,	-0.125
2.4227521091994673,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.125,	0.0,	0.0
2.428399550013452,	-0.1599999964237213,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	0.0
2.434046990827437,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	0.0625,	0.0,	0.0
2.4396944316414215,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.125
2.4453418724554066,	-0.1599999964237213,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.125
2.450989313269391,	-0.17000000178813934,	-0.019999999552965164,	9.5600004196167,	0.125,	0.125,	-0.1875
2.456636754083376,	-0.17000000178813934,	0.0,	9.539999961853027,	0.125,	0.125,	-0.1875
2.462284194897361,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	0.0625,	0.0
2.4679316357113454,	-0.1599999964237213,	0.009999999776482582,	9.5600004196167,	0.0625,	-0.0625,	0.0
2.47357907652533,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0625,	-0.0625,	0.0
2.479226517339315,	-0.18000000715255737,	-0.009999999776482582,	9.539999961853027,	0.0,	0.0,	0.0
2.4848739581532997,	-0.14000000059604645,	-0.009999999776482582,	9.550000190734863,	0.0,	0.0,	0.0
2.4905213989672847,	-0.17000000178813934,	-0.019999999552965164,	9.550000190734863,	0.0625,	0.125,	0.0
2.4961688397812694,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	0.125,	0.0
2.501816280595254,	-0.17000000178813934,	0.0,	9.539999961853027,	-0.125,	0.0,	-0.0625
2.507463721409239,	-0.15000000596046448,	0.0,	9.550000190734863,	-0.125,	0.0,	-0.0625
2.5131111622232236,	-0.1599999964237213,	-0.009999999776482582,	9.550000190734863,	0.125,	-0.125,	-0.125
2.518758603037208,	-0.1599999964237213,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.1875,	-0.0625
2.5244060438511933,	-0.17000000178813934,	-0.009999999776482582,	9.550000190734863,	-0.0625,	-0.1875,	-0.0625
2.530053484665178,	-0.1899999976158142,	0.0,	9.520000457763672,	0.0625,	-0.125,	0.0
2.535700925479163,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0625,	-0.125,	0.0
2.5413483662931475,	-0.17000000178813934,	0.0,	9.539999961853027,	0.0,	0.0625,	-0.0625
2.546995807107132,	-0.18000000715255737,	0.0,	9.550000190734863,	0.0,	0.0625,	-0.0625
2.552643247921117,	-0.17000000178813934,	0.0,	9.510000228881836,	0.0,	0.0625,	-0.125
2.558290688735102,	-0.17000000178813934,	0.0,	9.510000228881836,	-0.1875,	-0.1875,	0.0
2.5639381295490864,	-0.1899999976158142,	0.009999999776482582,	9.520000457763672,	-0.1875,	-0.1875,	0.0
2.5695855703630714,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.0625,	0.0625
2.575233011177056,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.0625,	0.0625
2.580880451991041,	-0.1899999976158142,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	0.0
2.5865278928050257,	-0.18000000715255737,	0.0,	9.550000190734863,	-0.0625,	-0.0625,	0.0
2.5921753336190103,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0625,	0.0,	-0.125
2.5978227744329954,	-0.18000000715255737,	0.0,	9.539999961853027,	0.0625,	0.0,	-0.125
2.60347021524698,	-0.17000000178813934,	0.0,	9.529999732971191,	-0.0625,	-0.0625,	-0.0625
2.6091176560609646,	-0.17000000178813934,	-0.029999999329447746,	9.539999961853027,	0.0625,	-0.0625,	-0.1875
2.6147650968749496,	-0.17000000178813934,	-0.029999999329447746,	9.539999961853027,	0.0625,	-0.0625,	-0.1875
2.6204125376889342,	-0.1899999976158142,	-0.019999999552965164,	9.550000190734863,	-0.125,	0.0625,	-0.125
2.6260599785029193,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.125,	0.0625,	-0.125
2.631707419316904,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.0625,	-0.125
2.6373548601308885,	-0.17000000178813934,	0.009999999776482582,	9.550000190734863,	-0.0625,	0.0625,	-0.125
2.6430023009448735,	-0.18000000715255737,	-0.009999999776482582,	9.5600004196167,	-0.0625,	0.0,	0.0
2.648649741758858,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.125,	0.0
2.6542971825728428,	-0.17000000178813934,	0.0,	9.550000190734863,	0.0,	-0.125,	0.0
2.659944623386828,	-0.17000000178813934,	0.0,	9.529999732971191,	0.0625,	0.0,	-0.1875
2.6655920642008124,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	0.0625,	0.0,	-0.1875
2.6712395050147975,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.125,	0.0,	0.0
2.676886945828782,	-0.17000000178813934,	0.0,	9.5600004196167,	-0.125,	0.0,	0.0
2.6825343866427667,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.25,	-0.1875
2.6881818274567517,	-0.17000000178813934,	-0.009999999776482582,	9.539999961853027,	-0.0625,	0.25,	-0.1875
2.6938292682707363,	-0.18000000715255737,	-0.019999999552965164,	9.550000190734863,	-0.0625,	0.0625,	-0.1875
